Filename,a_Good,b_Moderate,c_Unhealthy_for_Sensitive_Groups,d_Unhealthy,e_Very_Unhealthy,f_Severe
TN_Good_2023-02-20-16.30-1-61.jpg,0.0045895926,0.0022426583,0.05744784,0.3721813,0.56254107,0.000997473
TN_Good_2023-02-20-16.30-1-86.jpg,0.0021466897,0.0008867865,0.0041320813,0.00808416,0.003911958,0.98083836
TN_Good_2023-02-20-16.30-2-116.jpg,0.026294995,0.02958098,0.42431742,0.503108,0.011568422,0.0051301573
TN_Good_2023-02-20-16.30-2-16.jpg,0.0031717895,0.003725977,0.051462855,0.0031431813,0.18326306,0.7552331
TN_Good_2023-02-20-16.30-2-161.jpg,0.046004947,0.033969443,0.49514845,0.41237643,0.0094713345,0.0030293893
TN_Good_2023-02-20-16.30-2-201.jpg,0.006983846,0.0020538578,0.6313156,0.011258518,0.123898774,0.22448939
TN_Good_2023-02-20-16.30-2-216.jpg,0.00062926556,0.000266056,0.002677796,0.00052909687,0.006427409,0.98947024
TN_Good_2023-02-20-16.30-2-6.jpg,0.052341405,0.016536448,0.45876902,0.45537156,0.011429393,0.0055522383
TN_Good_2023-02-20-16.30-2-71.jpg,0.45182148,0.32696444,0.21793991,0.0006140351,0.0014367676,0.0012234206
TN_Good_2023-02-20-16.30-2-91.jpg,0.0041937693,5.1834584e-05,0.1294516,0.007796364,0.8153761,0.043130297
TN_Good_2023-02-20-16.30-2-96.jpg,0.0064713717,0.02706823,0.8912588,0.0742263,9.640343e-05,0.0008789196
TN_Good_2023-02-20-16.30-2.jpg,0.010894144,0.0016081702,0.007100897,0.011501666,0.95976007,0.0091351485
TN_Good_2023-02-21-08.30-1-121.jpg,0.71212953,0.2451266,0.033648193,8.2537896e-05,0.0061323973,0.0028807253
TN_Good_2023-02-21-08.30-1-126.jpg,0.2352586,0.012864469,0.5979747,0.11829926,0.03365038,0.0019526231
TN_Good_2023-02-21-08.30-1-151.jpg,0.39572453,0.42847824,0.17062646,0.002658567,0.0008435133,0.0016687489
TN_Good_2023-02-21-08.30-1-96.jpg,0.00472742,0.00070714543,0.07286838,0.035336677,0.77996486,0.10639552
TN_Good_2023-02-21-08.30-1.jpg,0.565407,0.31253868,0.10615427,0.010988042,0.0015276262,0.0033844293
TN_Good_2023-02-21-08.30-2-101.jpg,0.01781763,0.052828684,0.7305076,0.19569874,0.0004587469,0.0026886663
TN_Good_2023-02-21-08.30-2-136.jpg,0.00042911543,0.0020534492,0.0026948717,0.07486297,0.90791774,0.012041769
TN_Good_2023-02-21-08.30-2-151.jpg,0.022621147,0.033853646,0.21273333,0.66115683,0.06600894,0.0036260602
TN_Good_2023-02-21-08.30-2-156.jpg,0.0012408937,0.00045159314,1.2050237e-05,0.00013621028,0.9969446,0.0012146792
TN_Good_2023-02-21-08.30-2-16.jpg,0.38607258,0.30920333,0.2383035,0.020832134,0.010880106,0.03470838
TN_Good_2023-02-21-08.30-2-171.jpg,0.0024595512,0.0005170937,0.47105384,0.47822687,0.045231663,0.002510931
TN_Good_2023-02-21-08.30-2-176.jpg,1.9439252e-11,8.417843e-12,1.5661336e-12,2.1117949e-10,1.0,6.444648e-09
TN_Good_2023-02-21-08.30-2-181.jpg,0.106192134,0.016277036,0.7418763,0.13012628,0.0020235234,0.0035047682
TN_Good_2023-02-21-08.30-2-221.jpg,0.012081923,0.0032669383,0.0017652137,0.008196782,0.9601151,0.014574032
TN_Good_2023-02-21-08.30-2-36.jpg,0.0011282592,0.0005142176,0.43022254,0.56043744,0.007329774,0.00036780242
TN_Good_2023-02-21-08.30-2-61.jpg,0.0046838643,0.021149747,0.84537655,0.12722951,0.00037798146,0.0011823988
TN_Good_2023-02-21-08.30-2-81.jpg,0.004078071,0.0005701027,0.04957788,0.88591725,0.0007684675,0.05908819
TN_Good_2023-02-21-08.30-2-86.jpg,0.0026105233,0.021436187,0.46045476,0.5072813,0.0040062526,0.0042109815
TN_Good_2023-02-21-08.30-3-131.jpg,4.035401e-08,2.9382663e-09,1.15661494e-10,4.042396e-08,0.9999987,1.240098e-06
TN_Good_2023-02-21-08.30-3-156.jpg,0.6865889,0.22525595,0.085583515,0.00012898758,0.00061324576,0.0018293562
TN_Good_2023-02-21-08.30-3-181.jpg,0.0045762155,0.027683742,0.7660047,0.19817615,0.000634019,0.0029252477
TN_Good_2023-02-21-08.30-3-186.jpg,0.7346531,0.19997355,0.06402729,0.00042822337,0.00022251389,0.0006952783
TN_Good_2023-02-21-08.30-3-51.jpg,0.19621426,0.06779519,0.19607185,0.1917365,0.13956581,0.20861638
TN_Good_2023-02-21-08.30-3-81.jpg,0.10823448,0.28588122,0.2218638,0.312277,0.015246966,0.05649643
TN_Good_2023-02-22-09.30-1-11.jpg,0.50573003,0.3909507,0.09769504,0.004135688,0.00061758736,0.00087089837
TN_Good_2023-02-22-09.30-1-121.jpg,0.00017961707,2.6974916e-05,7.6562316e-07,7.179815e-05,0.9994956,0.00022534355
TN_Good_2023-02-22-09.30-1-141.jpg,0.13236831,0.52561057,0.3119896,0.02131395,0.004053214,0.0046644337
TN_Good_2023-02-22-09.30-1-161.jpg,1.9357482e-05,1.1583704e-06,6.0537175e-09,8.359047e-05,4.080992e-08,0.9998958
TN_Good_2023-02-22-09.30-1-186.jpg,0.010030897,0.010055963,0.3380991,0.04293171,0.020224782,0.57865757
TN_Good_2023-02-22-09.30-1-196.jpg,0.9788815,0.006119307,0.003980239,0.0011280602,0.007362456,0.0025284982
TN_Good_2023-02-22-09.30-1-36.jpg,0.06009184,0.0038712092,0.9016777,0.0008443882,0.025649097,0.007865821
TN_Good_2023-02-22-09.30-1-46.jpg,0.06220005,0.007687969,0.09492057,0.00015112017,0.0060534514,0.8289869
TN_Good_2023-02-22-09.30-2-1.jpg,0.3197396,0.029329298,0.61153746,0.031096153,0.0034987216,0.0047987765
TN_Good_2023-02-22-09.30-2-126.jpg,0.14363104,0.0067173047,0.004529418,0.00081518956,0.83807236,0.0062346654
TN_Good_2023-02-22-09.30-2-156.jpg,0.37031162,0.61528254,0.011839279,0.0002778753,0.0010387206,0.0012499507
TN_Good_2023-02-22-09.30-2-161.jpg,0.25527287,0.71219665,0.013889818,0.008247679,0.008237967,0.0021550152
TN_Good_2023-02-22-09.30-3-111.jpg,0.54277515,0.27909803,0.16331312,0.009076157,0.003776536,0.0019610487
TN_Good_2023-02-22-09.30-3-116.jpg,0.7671262,0.19649042,0.02272974,0.008555145,0.0011364995,0.0039619426
TN_Good_2023-02-22-09.30-3-141.jpg,0.00028517382,0.00029950557,0.0025058312,0.0015313239,0.0051302975,0.99024796
TN_Good_2023-02-22-09.30-3-146.jpg,0.062130067,0.42844823,0.44090167,0.05536259,0.0039283065,0.009229151
TN_Good_2023-02-22-09.30-3-156.jpg,0.7740176,0.21639194,0.0031121208,0.0012711282,0.0048205536,0.0003867005
TN_Good_2023-02-22-09.30-3-171.jpg,0.0025889564,0.116480574,0.05211877,0.56689644,0.2533565,0.008558796
TN_Good_2023-02-22-09.30-3-176.jpg,0.0027687023,0.024868978,0.0010937937,0.0014712168,0.0022384138,0.9675589
TN_Good_2023-02-22-09.30-3-201.jpg,0.0035834154,0.0061920653,0.32103607,0.052757144,0.4718215,0.14460975
TN_Good_2023-02-22-09.30-3-211.jpg,0.04853754,0.0063948855,0.7548319,0.18193023,0.0043750606,0.003930342
TN_Good_2023-02-22-09.30-3-216.jpg,0.26543728,0.5428944,0.15649334,0.0004154889,0.029127672,0.0056318217
TN_Good_2023-02-22-09.30-3-221.jpg,0.67792225,0.2498742,0.066072956,0.0001344146,0.0031485043,0.0028476096
TN_Good_2023-02-22-09.30-3-226.jpg,0.8714585,0.04226581,0.06740203,0.0009810239,0.015083666,0.002809054
TN_Good_2023-02-22-09.30-3-241.jpg,0.083551526,0.10478027,0.5095268,0.15149124,0.060615554,0.09003474
TN_Good_2023-02-22-09.30-3-31.jpg,0.009384723,0.21220939,0.002118578,0.19520125,0.0010103933,0.5800757
TN_Good_2023-02-23-08.30-1-111.jpg,0.00782144,0.012587466,0.15188797,0.043174412,0.5501625,0.23436627
TN_Good_2023-02-23-08.30-1-131.jpg,0.022328198,0.2880055,0.09080615,0.195489,0.017369218,0.38600194
TN_Good_2023-02-23-08.30-1-181.jpg,0.22568682,0.6963376,0.059590537,0.0012007956,0.009162665,0.008021548
TN_Good_2023-02-23-08.30-1-196.jpg,0.33968657,0.095452316,0.55698526,0.002892295,0.0007930748,0.004190463
TN_Good_2023-02-23-08.30-1-211.jpg,0.0016904298,0.00017335183,1.0365467e-06,1.3506675e-05,0.9980635,5.811634e-05
TN_Good_2023-02-23-08.30-1-231.jpg,7.785124e-06,9.0649104e-07,7.621128e-07,8.438978e-06,0.99979043,0.00019167134
TN_Good_2023-02-23-08.30-1-246.jpg,0.0053778654,0.0009772128,0.0027847446,0.021440504,0.9682984,0.0011212325
TN_Good_2023-02-23-08.30-1-31.jpg,0.23997162,0.61811525,0.13599317,0.0015034223,0.0014675476,0.0029490343
TN_Good_2023-02-23-08.30-1-46.jpg,0.0010386057,0.0006591195,0.046230637,0.7163985,0.23314355,0.0025296025
TN_Good_2023-02-23-08.30-1-56.jpg,0.0020539588,0.00055549096,0.45678064,0.5300762,0.009946747,0.0005869879
TN_Good_2023-02-23-08.30-1.jpg,0.21488959,0.10727317,0.014219799,0.003920697,0.5714011,0.08829572
TN_Good_2023-02-23-08.30-2-11.jpg,0.15493159,0.48243952,0.35746425,0.0036934486,0.0003868317,0.0010843255
TN_Good_2023-02-23-08.30-2-126.jpg,0.13799624,0.008608335,0.8375744,0.010768836,0.002962892,0.0020892643
TN_Good_2023-02-23-08.30-2-171.jpg,0.011396661,0.012956696,0.00096493907,0.021806326,0.9339111,0.018964337
TN_Good_2023-02-23-08.30-2-201.jpg,0.10193122,0.22693723,0.5114367,0.015394128,0.1128599,0.03144086
TN_Good_2023-02-23-08.30-2-206.jpg,0.0030273679,0.014902458,0.120413825,0.79094934,0.06142202,0.009284991
TN_Good_2023-02-23-08.30-2-21.jpg,7.207821e-10,8.461795e-10,3.7137518e-10,2.4507083e-08,0.99999976,2.6169099e-07
TN_Good_2023-02-23-08.30-2-256.jpg,0.013507422,0.0021093097,0.56065744,0.4010411,0.020031197,0.0026535625
TN_Good_2023-02-23-08.30-2-36.jpg,0.0026498623,0.00016267241,0.05156556,0.94444704,0.0005531418,0.0006216888
TN_Good_2023-02-27-16.30-1-1.jpg,0.0006993628,0.0019316315,0.005742392,0.019386813,0.0066145635,0.96562517
TN_Good_2023-02-27-16.30-1-121.jpg,0.08358643,0.0074930815,0.0032681231,0.0004862375,0.898566,0.006600138
TN_Good_2023-02-27-16.30-1-141.jpg,0.039332673,0.91564614,0.009009243,0.0056538368,0.02966591,0.0006921325
TN_Good_2023-02-27-16.30-1-166.jpg,0.059642818,0.12577033,0.23569493,0.3982971,0.12128962,0.05930518
TN_Good_2023-02-27-16.30-1-196.jpg,0.1702563,0.059650704,0.0027095473,0.008669559,0.75503314,0.003680743
TN_Good_2023-02-27-16.30-1-201.jpg,0.14703807,0.7501335,0.08309891,0.0066641564,0.011225759,0.0018396439
TN_Good_2023-02-27-16.30-1-206.jpg,0.47391552,0.41375485,0.099365816,0.005490995,0.00067378464,0.0067990576
TN_Good_2023-02-27-16.30-1-21.jpg,0.0027960811,0.04545689,0.81302774,0.1373814,0.00022084454,0.0011170605
TN_Good_2023-02-27-16.30-1-36.jpg,0.00065586704,0.0068614716,0.0017886984,0.95682573,0.033541616,0.0003266285
TN_Good_2023-02-27-16.30-1-76.jpg,0.08042654,0.0017214587,0.875381,0.039671957,0.0019637798,0.0008352688
TN_Good_2023-02-27-16.30-2-1.jpg,0.33291012,0.5016151,0.1008871,0.04717161,0.0017711231,0.015644921
TN_Good_2023-02-27-16.30-2-46.jpg,0.6057654,0.29151663,0.092155546,0.00028631132,0.008206912,0.0020692868
TN_Good_2023-02-27-16.30-2-81.jpg,0.0006685894,4.254541e-05,6.769648e-07,6.6179266e-05,0.35634017,0.64288175
TN_Mod_2023-02-28-08.30-1-106.jpg,0.018123478,0.0742755,0.5300143,0.3703389,0.0008824822,0.0063654017
TN_Mod_2023-02-28-08.30-1-116.jpg,0.022273501,0.0033439556,0.005599121,0.0018472661,0.23998885,0.7269473
TN_Mod_2023-02-28-08.30-1-126.jpg,2.3755526e-08,3.5029646e-09,2.40182e-10,2.0629319e-08,0.99999976,2.1741589e-07
TN_Mod_2023-02-28-08.30-1-186.jpg,0.0010406511,0.0011245694,0.18425882,0.8049773,0.0037277187,0.00487093
TN_Mod_2023-02-28-08.30-1-201.jpg,0.005462391,0.32461172,0.39227605,0.27032685,0.0022986284,0.0050244234
TN_Mod_2023-02-28-08.30-1-26.jpg,0.00074107596,0.0005935085,0.001117816,0.5056913,0.015117759,0.4767385
TN_Mod_2023-02-28-08.30-1-41.jpg,0.0050421096,0.1709371,0.0071919947,0.8023404,0.011083991,0.00340446
TN_Mod_2023-02-28-08.30-1-46.jpg,2.9572425e-09,1.2226071e-08,1.5231844e-09,6.170292e-05,0.9999379,3.6118766e-07
TN_Mod_2023-02-28-08.30-1-81.jpg,0.02778387,0.006094637,0.23399195,0.466807,0.26231617,0.0030063451
TN_Mod_2023-02-28-08.30-1-91.jpg,0.0028717835,0.025923511,0.8918887,0.07613725,0.00044407233,0.0027347088
TN_UnFSG_2023-03-01-08.30-1-136.jpg,0.6641261,0.31666148,0.004959348,0.0015976356,0.0054985206,0.0071568936
TN_UnFSG_2023-03-01-08.30-1-141.jpg,2.7456394e-05,1.725361e-05,0.0002754426,0.9663794,0.0008763598,0.03242414
TN_UnFSG_2023-03-01-08.30-1-146.jpg,0.0062572192,0.010283681,0.84071237,0.022724865,0.03396933,0.08605248
TN_UnFSG_2023-03-01-08.30-1-156.jpg,0.00087488355,7.5658885e-05,0.001203354,0.001091418,0.007974883,0.9887798
TN_UnFSG_2023-03-01-08.30-1-16.jpg,0.74207294,0.0073345583,0.24233767,0.0014975109,0.0024317484,0.004325599
TN_UnFSG_2023-03-01-08.30-1-21.jpg,0.86600244,0.022845665,0.07574383,0.011103786,0.0027698732,0.021534344
TN_UnFSG_2023-03-01-08.30-1-221.jpg,0.0013791469,0.00051208865,0.0009455742,0.000514929,0.9792351,0.017413262
TN_UnFSG_2023-03-01-08.30-1-241.jpg,0.00582732,0.0024495625,0.34484053,0.26709387,0.37281904,0.0069696647
TN_UnFSG_2023-03-01-08.30-1-286.jpg,0.49488667,0.46164423,0.042441703,0.00013254314,0.00044229234,0.00045261113
TN_UnFSG_2023-03-01-08.30-1-41.jpg,0.014885193,0.015446022,0.066554256,0.005485485,0.0009110575,0.8967179
TN_UnFSG_2023-03-01-08.30-1-56.jpg,0.004908067,0.22564565,0.43003863,0.33629802,0.00069591886,0.0024136812
TN_UnFSG_2023-03-01-08.30-1-76.jpg,0.49567646,0.46481338,0.012647253,0.010889097,0.0010928524,0.014880955
TN_UnFSG_2023-03-01-08.30-1-91.jpg,0.002239433,0.0024236536,0.21524914,0.44336972,0.3354959,0.00122224
TN_UnFSG_2023-03-02-08.30-1-106.jpg,0.037638843,0.012411409,0.37851688,0.43775848,0.13088088,0.0027934911
TN_UnFSG_2023-03-02-08.30-1-141.jpg,0.0028781812,0.011320507,0.01614473,0.005241523,0.6355494,0.32886568
TN_UnFSG_2023-03-02-08.30-1-151.jpg,0.0032227451,0.0016523207,0.009421413,0.0025805426,0.0115489,0.971574
TN_UnFSG_2023-03-02-08.30-1-156.jpg,0.18970641,0.64927626,0.1491947,0.0019626291,0.0021317115,0.0077282386
TN_UnFSG_2023-03-02-08.30-1-176.jpg,0.007274307,0.004130668,0.9689475,0.0015341184,0.004049337,0.014063987
TN_UnFSG_2023-03-02-08.30-1-191.jpg,0.0004979055,0.0115536535,0.00014830648,0.0029274847,0.0002096963,0.9846629
TN_UnFSG_2023-03-02-08.30-1-241.jpg,0.0060007297,0.013046259,0.827558,0.15057337,0.0009265266,0.0018950552
TN_UnFSG_2023-03-02-08.30-1-26.jpg,0.008407294,0.89514685,0.038489394,0.056581266,0.0009245303,0.00045067418
TN_UnFSG_2023-03-02-08.30-1-31.jpg,0.001820567,0.00059087743,0.2853696,0.07955269,0.6225944,0.010071865
TN_UnFSG_2023-03-02-08.30-1-41.jpg,0.027186323,0.0052828146,0.66331685,0.26638362,0.03023072,0.007599708
TN_UnFSG_2023-03-02-08.30-1-46.jpg,0.012845302,0.004533875,0.2977662,0.1372694,0.52342933,0.024155853
TN_UnFSG_2023-03-02-08.30-1-51.jpg,0.08843679,0.015891846,0.8111153,0.07617971,0.0030242754,0.005352141
TN_UnFSG_2023-03-02-08.30-1-6.jpg,0.008820014,0.007554046,0.08310846,0.010742845,0.16187009,0.72790456
TN_UnFSG_2023-03-02-08.30-1-61.jpg,0.0017815668,0.50691605,0.027380697,0.46010852,0.0018089098,0.0020043037
TN_UnFSG_2023-03-02-08.30-2-121.jpg,0.5950108,0.37290388,0.015586399,0.00090854336,0.008068007,0.007522355
TN_UnFSG_2023-03-02-08.30-2-126.jpg,0.8217891,0.0018964811,0.11606366,0.015566932,0.008508312,0.0361755
TN_UnFSG_2023-03-02-08.30-2-156.jpg,0.5873761,0.36791518,0.038586546,0.0037443938,0.00097161654,0.0014061035
TN_UnFSG_2023-03-02-08.30-2-171.jpg,0.23333058,0.64043045,0.10876677,0.008627974,0.0010576958,0.0077864816
TN_UnFSG_2023-03-02-08.30-2-181.jpg,0.041335784,0.27571777,0.21006233,0.38672888,0.016846126,0.069309145
TN_UnFSG_2023-03-02-08.30-2-186.jpg,0.00805583,0.0016751614,0.14378873,0.72598475,0.11828701,0.0022085146
TN_UnFSG_2023-03-02-08.30-2-206.jpg,0.0048649376,0.004845847,0.88432294,0.005914351,0.040694665,0.05935726
TN_UnFSG_2023-03-02-08.30-2-31.jpg,0.0010684513,0.01781823,0.27512902,0.6998484,0.00027346198,0.005862402
TN_UnFSG_2023-03-02-08.30-2-61.jpg,0.0046984605,0.08043882,0.00513471,0.86693907,0.04138436,0.001404622
TN_UnFSG_2023-03-03-09.00-1-116.jpg,0.014508985,0.05840837,0.2893642,0.42627305,0.027858047,0.18358733
TN_UnFSG_2023-03-03-09.00-1-121.jpg,0.040509325,0.007241492,0.7131954,0.21915421,0.014825767,0.0050738193
TN_UnFSG_2023-03-03-09.00-1-136.jpg,0.06567497,0.30705798,0.27964383,0.32908463,0.017296154,0.0012424575
TN_UnFSG_2023-03-03-09.00-1-151.jpg,0.96463823,0.0061065024,0.010787715,0.00018068984,0.016858023,0.0014289251
TN_UnFSG_2023-03-03-09.00-1-186.jpg,0.00080341886,0.0037952757,0.013379132,0.9707783,0.0034219804,0.00782191
TN_UnFSG_2023-03-03-09.00-1-196.jpg,0.17600869,0.026348377,0.4782929,0.270796,0.044527635,0.0040263585
TN_UnFSG_2023-03-03-09.00-1-21.jpg,0.0133689875,9.335002e-05,0.3025903,0.024147814,0.6584942,0.0013053499
TN_UnFSG_2023-03-03-09.00-1-46.jpg,0.45071596,0.1850289,0.30289176,0.013125091,0.0044265385,0.043811742
TN_UnFSG_2023-03-03-09.00-1-56.jpg,4.91872e-05,2.137937e-05,8.058899e-05,0.9628248,2.1521993e-05,0.037002593
TN_UnFSG_2023-03-03-09.00-1-6.jpg,0.950743,0.047263686,0.0002672881,1.01157375e-05,0.0016706074,4.5369627e-05
TN_UnFSG_2023-03-03-09.00-1-81.jpg,0.0013794019,0.0011247072,0.07344399,0.00514695,0.031232929,0.887672
TN_UnFSG_2023-03-03-09.00-1-96.jpg,0.0010044645,0.0011044099,0.27446637,0.7174064,0.0017052143,0.0043130936
TN_UnFSG_2023-03-03-09.00-2-11.jpg,0.50923896,0.47670543,0.0005570158,7.641913e-05,0.012736784,0.0006853183
TN_UnFSG_2023-03-03-09.00-2-136.jpg,0.00036725122,0.0010410959,0.00046941786,0.0028791646,0.029294932,0.9659481
TN_UnFSG_2023-03-03-09.00-2-161.jpg,0.00022131264,0.00011706148,4.593125e-05,0.006225057,0.017945137,0.9754455
TN_UnFSG_2023-03-03-09.00-2-216.jpg,0.0024536182,0.00056761596,0.45936283,0.008904664,0.5234051,0.005306215
TN_UnFSG_2023-03-03-09.00-2-221.jpg,0.00023527743,0.00013117271,0.07843208,0.88239986,0.038156025,0.00064567354
TN_UnFSG_2023-03-03-09.00-2-256.jpg,0.004304249,0.0036472424,0.004206689,0.051516272,0.92948246,0.006843052
TN_UnFSG_2023-03-03-09.00-2-261.jpg,0.011369007,0.047326837,0.72810787,0.20604141,0.0011616276,0.0059931995
TN_UnFSG_2023-03-03-09.00-2-286.jpg,0.8857097,0.031092877,0.05217655,0.01037466,0.0020551134,0.018591166
TN_UnFSG_2023-03-03-09.00-2-291.jpg,0.003538078,0.006893341,0.0032345708,0.47769225,0.50434804,0.004293785
TN_UnFSG_2023-03-03-09.00-2-301.jpg,0.16439508,0.82387507,0.0014463076,0.0012047173,2.8622913e-05,0.0090501495
TN_UnFSG_2023-03-03-09.00-2-306.jpg,0.8588657,0.0430442,0.056216307,0.006858018,0.0058712326,0.02914455
TN_UnFSG_2023-03-03-09.00-2-51.jpg,0.60611576,0.35336387,0.038817164,0.00074999634,0.00014591397,0.0008073778
TN_UnFSG_2023-03-03-09.00-2-61.jpg,0.00018231319,0.0021870574,0.2799162,0.36264035,0.35422426,0.00084991596
TN_UnFSG_2023-03-08-08.30-1-101.jpg,6.101483e-08,2.8701884e-08,5.9015964e-10,9.887454e-08,0.9999994,3.215466e-07
TN_UnFSG_2023-03-08-08.30-1-126.jpg,0.78928566,0.013483904,0.13807696,0.055402417,0.0006912547,0.0030597372
TN_UnFSG_2023-03-08-08.30-1-156.jpg,0.0010688419,0.005262544,0.0006595546,0.0018665589,0.005691413,0.98545104
TN_UnFSG_2023-03-08-08.30-1-16.jpg,0.0018987383,0.003615816,0.0009706407,0.0011435482,0.008460243,0.9839109
TN_UnFSG_2023-03-08-08.30-1-166.jpg,0.4974504,0.47348607,0.020649295,0.0015597248,0.0012011636,0.005653417
TN_UnFSG_2023-03-08-08.30-1-201.jpg,0.034447234,0.009866024,0.21999048,0.26772827,0.449975,0.017992968
TN_UnFSG_2023-03-08-08.30-1-216.jpg,0.0116742905,0.83632183,0.02180632,0.10186898,0.024388136,0.0039405217
TN_UnFSG_2023-03-08-08.30-1-226.jpg,0.22092144,0.42136818,0.35187277,0.0032570777,0.00073528604,0.0018452627
TN_UnFSG_2023-03-08-08.30-1-236.jpg,0.0022816104,0.0035460212,0.0013025566,0.00079713226,0.8016814,0.19039127
TN_UnFSG_2023-03-08-08.30-1-241.jpg,0.6287474,0.28950596,0.0793041,6.023921e-05,0.00049433875,0.001887914
TN_UnFSG_2023-03-08-08.30-1-26.jpg,0.10355606,0.71815985,0.16421454,0.0060205925,0.0066911103,0.0013577704
TN_UnFSG_2023-03-08-08.30-1-266.jpg,0.80654925,0.06807191,0.0894498,0.0043913047,0.005677413,0.025860263
TN_UnFSG_2023-03-08-08.30-1-36.jpg,0.051290058,0.933983,0.0025046698,0.0103313895,1.1380779e-05,0.0018794556
TN_UnFSG_2023-03-08-08.30-1-41.jpg,0.003202798,0.07058013,0.73041487,0.19261023,0.00015586893,0.0030361651
TN_UnFSG_2023-03-08-08.30-1-56.jpg,0.005176904,0.0008606646,0.00049317355,0.00024002304,0.9526576,0.040571705
TN_UnFSG_2023-03-08-08.30-1-66.jpg,0.9626416,0.0032621243,0.028213037,0.00065370655,0.0028611063,0.0023684627
TN_UnFSG_2023-03-08-08.30-1-76.jpg,0.014682734,0.46977472,0.002199163,0.5097403,0.0005363636,0.0030666997
TN_UnFSG_2023-03-08-08.30-1-86.jpg,0.0050786347,0.07119489,0.01755045,0.8561484,0.04667716,0.0033504192
TN_UnFSG_2023-03-08-08.30-1-96.jpg,0.006916459,0.0037423274,0.009613337,0.0024409054,0.078760475,0.89852655
TN_UnFSG_2023-03-08-08.30-1.jpg,0.32178822,0.47338995,0.20252658,0.0006053834,0.00032624239,0.0013635624
TN_UnFSG_2023-03-09-09.00-1-106.jpg,0.47863883,0.04164058,0.4488841,0.007467821,0.018379986,0.004988715
TN_UnFSG_2023-03-09-09.00-1-11.jpg,0.015092075,0.007510456,0.56828713,0.3963423,0.0091824625,0.0035855502
TN_UnFSG_2023-03-09-09.00-1-131.jpg,0.0007735175,0.0007223534,0.001507856,0.0011265562,0.0049312282,0.9909384
TN_UnFSG_2023-03-09-09.00-1-136.jpg,0.10608108,0.6318059,0.2568663,0.00070674566,0.0016861054,0.0028538567
TN_UnFSG_2023-03-09-09.00-1-151.jpg,0.29536325,0.44592038,0.2531158,0.002253889,0.00076419953,0.002582458
TN_UnFSG_2023-03-09-09.00-1-191.jpg,0.0018174389,0.037174065,0.0646177,0.88212293,0.0024047173,0.0118632
TN_UnFSG_2023-03-09-09.00-1-276.jpg,0.06335645,0.0035607838,0.9125992,0.017059766,0.00232033,0.0011034191
TN_UnFSG_2023-03-09-09.00-1-31.jpg,0.7934378,0.13242128,0.057450242,0.004938932,0.004141225,0.007610518
TN_UnFSG_2023-03-09-09.00-1-36.jpg,0.15156336,0.21569663,0.02001654,0.02163449,0.48067635,0.110412605
TN_UnFSG_2023-03-09-09.00-2-101.jpg,0.0005623821,0.0013326159,0.006728961,0.101295546,0.25783366,0.63224685
TN_UnFSG_2023-03-09-09.00-2-151.jpg,0.031286746,0.015525804,0.015038383,0.8873362,0.020532986,0.030279998
TN_UnFSG_2023-03-09-09.00-2-21.jpg,0.009693876,0.08925849,0.042791773,0.82127243,0.033459462,0.0035239782
TN_UnFSG_2023-03-09-09.00-2-86.jpg,0.003947029,0.00030338048,0.05673719,0.86693394,0.07122081,0.00085760915
TN_UnFSG_2023-03-09-09.00-2-91.jpg,0.010691923,0.22543164,0.7418471,0.013982977,0.0041110013,0.00393532
TN_UN_2023-03-06-09.00-1-116.jpg,0.00461092,0.007955812,0.0047079353,0.9799611,0.0015011159,0.0012631088
TN_UN_2023-03-06-09.00-1-141.jpg,0.00042244126,1.9753263e-05,0.14694272,0.0013474693,0.84728795,0.0039797137
TN_UN_2023-03-06-09.00-1-176.jpg,3.139678e-05,6.150639e-05,0.0016120187,0.9811566,0.011579238,0.005559266
TN_UN_2023-03-06-09.00-1-21.jpg,0.02850402,0.10950286,0.030358465,0.117089145,0.016932074,0.69761336
TN_UN_2023-03-06-09.00-1-286.jpg,0.013079215,0.0026732918,0.9461996,0.0010884807,0.003976547,0.032982863
TN_UN_2023-03-06-09.00-1-46.jpg,0.1594713,0.8233186,0.005253215,0.0010432425,0.010093755,0.0008199324
TN_UN_2023-03-06-09.00-1-51.jpg,0.80635345,0.15956411,0.020663219,0.0031653882,0.0001821382,0.010071687
TN_UN_2023-03-06-09.00-1-71.jpg,0.18773706,0.011818645,0.24881883,0.5334208,0.016371625,0.0018330307
TN_UN_2023-03-06-09.00-1-96.jpg,0.0008714364,0.0023883665,0.23423925,0.730451,0.017550688,0.014499268
TN_UN_2023-03-06-09.00-2-11.jpg,0.029875027,0.0005956212,0.15830718,0.029979337,0.65049154,0.1307513
TN_UN_2023-03-06-09.00-2-116.jpg,0.00050623127,0.004122136,0.021936772,0.92411464,0.0024608122,0.046859495
TN_UN_2023-03-06-09.00-2-126.jpg,0.5996051,0.34961748,0.022962525,0.015314121,0.011843319,0.00065743126
TN_UN_2023-03-06-09.00-2-151.jpg,0.22425044,0.0050190045,0.003174013,0.0010857692,0.76172215,0.004748663
TN_UN_2023-03-06-09.00-2-176.jpg,0.013206327,0.024927098,0.49735013,0.40151665,0.047932148,0.015067715
TN_UN_2023-03-06-09.00-2-191.jpg,0.0032724466,0.0003983904,0.0002772683,0.00015267037,0.00013587385,0.9957634
